avgDeathsPerYear,TARGET_deathRate,medIncome,popEst2015,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctBachDeg18_24,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,BirthRate
10,165.6,45000,3634,12,46.1,2.55,62.4,28.6,0,20,,0.9,9.191759113
16,164.9,46208,6104,13.9,44.8,2.5,58.3,25.4,3.5,16.5,56.3,5.1,8.581138488
11,174.2,45207,5087,17.2,41.7,2.24,52.6,44.6,2.3,10.4,53.5,3.1,6.557377049
15,129.5,46328,7659,12.4,45.5,2.26,60.5,25.8,10.7,14.1,62,2.6,5.681818182
5,149.4,35875,2110,19.5,46.5,2.34,57.7,52.4,0,14,54.4,3.4,5.066666667
3,214.4,43859,1130,11.7,51.2,2.15,56.5,18.7,0,16.4,54.7,3,17.87709497
300,168.9,51653,157048,12.3,38,2.44,50.2,16.4,6.8,20.1,64.8,4.1,5.116068139
63,157.5,48658,31587,12.5,37.8,2.35,51.9,7.7,4.6,14.9,63.5,5.5,5.432887856
16,139,50919,6414,14,46.5,2.27,66,11.2,5.7,12.8,63.4,1.6,8.048993876
15,171.1,52914,5315,10.3,45.6,2.37,60.5,12.8,6.5,11.5,64.9,1.2,4.356636272
23,159,55465,11337,11.4,40.8,2.31,61.1,27.4,10.3,11.3,64.8,3.9,6.383909051
5,135.2,39964,2006,13.9,50.8,2.15,64.7,11,0,14.5,59.3,1.1,9.17721519
9,156,42348,2946,12.8,47.6,2,64,62.7,7.3,10.2,63.3,0.7,0.363636364
75,159.1,51550,48863,12.5,32.5,2.49,50.8,5.3,10.1,23.1,72.3,3.5,4.894004637
24,201.4,49345,6585,10.6,47.4,2.33,60.7,22.9,4.1,12.3,57.4,3.3,7.352941176
21,167.3,54240,8115,9.2,44.7,2.26,60.8,22.7,2,11.2,65.5,4.2,11.30834977
59,193.1,66522,25512,6.9,498,2.57,62,14.2,5.1,16.9,,3.8,7.938902508
19,120,54421,8564,10.4,44.8,2.39,64.4,14,10.8,13.1,67.5,2.2,6.343283582
11,172.1,52749,3956,9.3,44.9,2.25,66.5,9.5,1.5,14.7,67.4,0.7,7.489597781
14,148.7,43564,5848,13.3,43.9,2.14,68,29.2,12.8,14.5,69.9,2.6,4.047619048
16,122.2,55964,10167,9,39.9,2.27,55.1,9,14.8,17.6,71.9,1.6,11.69354839
14,148.9,55758,6309,11.3,43.2,0.024,61.2,25.2,6.1,14.2,63.1,2.8,8.012820513
19,163,50758,10520,10.3,34.2,2.87,56.8,20.8,2,9.5,67.8,6.4,6.487488415
19,128.3,56047,9125,9.1,43.6,2.41,61.3,20.8,6.7,14.3,64.2,3.3,7.272727273
29,159.7,45644,10806,13.4,43.8,2.25,62.4,26.9,1.9,14.6,66,2.3,7.021791768
36,177.8,50289,20781,14.8,33.7,2.81,57.1,18,2.8,7.6,65.4,7.4,9.833738848
19,155.4,40667,9055,18.8,33.7,2.22,48.7,5.3,6.9,19.5,59.8,2.6,7.437661221
40,139.7,47366,23886,13.7,36.2,2.71,56.6,27,2.5,9.7,67.6,4.8,8.05433327
4,104.6,44109,1921,11.8,47.1,2.34,55.3,12.6,3,11.5,65.3,4.3,2.873563218
15,168.3,52601,5797,10.7,41.9,2.51,58.1,14.3,2.7,12.6,64.2,4.5,7.055749129
94,177.9,50043,36706,12.9,39.4,2.37,55.8,16.3,8.3,13.4,63.7,5.1,7.218949743
879,179.7,52842,550064,14,34,2.52,47.6,12.7,14.2,24.2,67.2,5.7,5.925782154
6,151.9,45624,1799,13.8,46.2,2.18,62.3,18.4,17,13.6,57.7,4,5.83090379
15,150.3,54556,5619,10.1,47.5,2.22,57.5,15.8,5.8,13.5,63.3,3.4,6.001846722
7,119.2,44794,2985,13.6,49.9,2.15,64,6.9,3.4,14.6,60.9,3.5,8.058608059
5,127.2,48543,2624,13.7,44.4,2.25,59.5,8.1,6.5,11.8,61.5,2.4,3.646833013
13,145.5,44461,4862,12.7,46.8,2.11,60.2,34.3,9.9,14,59.4,3.4,5.315614618
57,165.2,50861,21900,11,44.6,2.3,57.8,15.3,6.4,14.1,63.2,4.3,6.416861827
5,128.2,38645,1918,15.6,52.3,2.1,62.9,42,5.8,16.3,60.7,3.1,4.705882353
6,141,40436,2028,11.8,51.4,2.1,57,4.1,28.5,11.8,62.7,3.5,3.095975232
6,187.4,55319,1973,9.1,46.7,2.46,64.9,10.9,8,14.5,68.5,5.1,1.38121547
7,149,43858,2429,12.7,46,2.46,59.7,29,13.8,10.7,58.1,1.9,6.637168142
108,160.8,48499,61680,14.7,35.8,2.67,52,17.7,4.5,12.4,67.5,6,8.958855626
20,155.8,62191,9190,6.9,42.9,2.45,62.7,25.1,8.5,18.3,65.9,2.5,3.387978142
14,223.9,46744,3452,11.4,49.5,2.19,62.4,15.1,5.7,12.4,59.7,1.7,5.410122164
9,183.7,40496,2883,13.8,48.2,2.12,57.3,15.5,1.1,9.2,58.3,3,9.807692308
26,155.3,46667,10313,12.5,45.5,2.25,63.9,14.8,19.7,14.9,67.5,0.9,8.200103146
14,155.2,51040,6409,11.5,43.3,2.47,58.8,11.9,6.9,14.9,65.3,4,10.27070064
27,201.3,44947,7263,11.5,45.5,2.18,58.4,16.2,7,10,62,4,5.139186296
14,185.6,48511,5173,13.9,42.3,2.13,48.5,30.4,2.8,10.8,47.6,3.6,4.337050805
13,136.4,56791,6585,9.6,40.8,2.34,61.2,14.4,13.5,16.8,67.7,3.8,12.76119403
21,161.3,45192,8063,12,49.1,2.06,59.5,12.6,7.4,14.2,61.8,2.8,2.702702703
13,203.8,45771,3689,11.7,45.7,2.33,59.4,25.3,2.1,11.6,56.9,5.1,9.93485342
25,161.7,42745,8543,14.9,47.6,2.24,61.4,14.8,6.2,13.3,63.2,3.3,6.866666667
422,153.5,52011,306468,14,32.9,2.42,47.4,6.3,13.4,23.9,68.1,5.1,6.17570233
78,167,49770,35656,14.5,40.1,2.34,55.2,21.3,3.3,14.2,61.9,4.2,5.843469064
69,161.2,51836,35039,13.7,37.5,2.43,53.7,10.3,8.1,13.6,68.4,3.1,7.123638693
18,163.6,50893,7787,10.4,43.8,2.28,60.9,12,3.8,12.1,67.1,5.2,4.215304799
9,131.6,46961,4854,14,41.3,2.38,53.6,24.8,2.5,13.6,64.7,4,5.760869565
9,141.8,48535,3595,11.7,45.9,2.25,57.5,12.7,12.2,10.9,60.9,3.2,7.391304348
18,164.7,49162,7046,13.6,39.1,2.31,52.2,9.9,3.5,20.4,59.1,8,8.91959799
14,154.3,43249,4329,13.4,49.2,2.08,60.7,16.8,9,11.2,61.9,2.9,7.142857143
34,149.1,51527,15984,10,41.8,2.41,55.9,17,8.7,15.1,65.3,4.6,8.147459727
9,171.1,42977,2659,12.2,49.1,2.13,62.2,31.4,24.4,10.8,57.2,4.6,1.111111111
7,147.5,56080,2944,10.4,44.1,2.32,65.5,27.4,4,13.5,64.6,1.7,6.593406593
23,173.5,54137,9296,9.5,42,2.4,60.3,19.2,5.1,16.9,64.4,1.7,2.548476454
16,159.5,53489,7208,10,41.3,2.4,64.3,9.6,9.6,15.9,,4.7,9.160305344
60,155.1,61768,32847,8.4,38,2.53,57.2,19.7,12.5,13.7,,4.5,5.33869116
16,187.7,58162,5202,8,45.4,2.37,61.8,24.7,7,14.7,67.7,1.9,7.071713147
29,172.7,43842,10829,11.7,41.8,2.27,59.4,9.3,0.6,12.9,65.2,4.1,2.843394576
29,192.2,44282,8094,14.4,47,2.14,59.7,11.2,5.7,15.1,60.1,3.4,6.961613533
4,187.3,46051,1381,15,52,1.94,59.4,6,0.9,14.1,64.1,1.7,3.361344538
31,181.9,51805,14282,10.1,36.6,2.61,52,20,7.2,8.1,63.3,3.4,3.0621435
213,169.9,74008,175692,5.3,33.7,2.71,59.5,10.5,9.4,24.2,69.5,4.4,7.30321114
47,176.2,61961,21016,8.2,41.4,2.56,60.4,10.8,18,16.1,65.4,3.5,6.021555764
78,160.2,47194,36261,15.6,38.8,2.42,51.8,14.4,3.8,14.5,63.3,5.5,6.311958841
1119,190.8,48195,678889,19.9,34.2,2.41,40.5,10.8,17,23.6,64.5,7.2,5.788303646
38,212.3,37417,11660,19.9,45.3,2.3,56.1,15,4.7,7.5,48.1,10.1,4.422498927
48,202.8,38595,19182,20.1,41,2.7,50.1,9.2,1.6,9.3,48.3,7.6,6.303030303
110,199.1,45914,51487,14.3,39.9,2.69,52.5,14.8,2.2,9.3,54.7,7.5,4.968421053
84,185.6,43425,37893,19.6,40.3,2.51,51.7,17.3,3.4,11.6,54.1,6.6,6.483677849
85,174.7,56573,39165,14.7,43.7,2.58,56.4,14.8,5.7,15.9,54.1,8.5,5.28264626
55,230.9,30299,17917,28.1,44.2,2.43,53,10.9,5.3,7,41.6,10.4,5.124835742
101,180.5,43851,41449,16.5,41.5,2.4,52.7,7.2,2.1,11.6,50.8,9.5,5.292111343
138,214.7,37498,49399,19.5,40.4,2.49,50.2,10.9,3.2,10.3,52,9.5,4.845775592
78,199.9,41326,28946,16.9,42.9,2.49,52.4,12.5,6.4,9.7,50.6,9.9,4.447587616
60,211,35704,22846,21.9,43.6,2.52,57.9,7.7,3.3,7.6,48.2,9.5,3.497356649
183,194.7,36740,68580,17.7,43.7,2.38,53,9.2,6.8,9.8,49.8,8.7,3.90120498
40,218.9,28086,13441,26.1,42.6,2.55,48.4,17.7,4.5,6.7,41.6,10.2,5.094207955
156,197.9,37410,63402,23.4,39.9,2.54,51.3,14.6,7.2,10,50.2,10.1,5.325701036
713,172.9,48380,354098,15.9,39.3,0.0248,48,13.1,8.4,18.2,57.7,8,5.342350159
21,230.9,27323,6572,29.5,44.2,2.35,51.7,5.7,0,7.3,41.5,12.1,8.014184397
68,213.7,35321,25707,25.3,39.8,2.59,41.1,29.4,3.3,5.7,38.3,18.7,4.627249357
70,185.9,36285,25756,21.7,44.8,2.58,51.2,23.9,1.2,7.6,44.5,13.9,4.906586148
157,211.8,39506,56471,19.6,43.4,2.42,52.7,12.6,5.8,8.8,47.6,10,4.203166439
41,183.7,35470,18023,24.7,39.9,2.57,43,24.2,1.9,7.2,49.8,10.5,4.488542405
69,204.5,39303,28015,19.1,40.7,2.57,51.5,12.5,7.2,8.4,50.2,9.4,4.405016825
105,219.1,37151,32147,20.5,44.9,2.36,55.2,14.8,6.4,8.5,48.3,9.7,4.382650748
61,213.5,37443,24363,20.2,40.7,2.6,49.1,21.4,1.3,6.6,48,8.6,6.558627264
25,219,39753,8149,19.1,43.2,2.49,56.7,19.3,4.2,8.4,45.6,8.1,3.771361226
55,222.6,42837,18135,17.6,42.2,2.53,54.8,14.1,1.2,8.9,48.1,8.9,5.078225186
32,196.5,35379,11509,23.4,45.8,2.49,50.8,5.8,3.9,5.1,40.2,14.5,3.981937603
124,185.3,41235,53240,17.8,42.3,2.58,53.4,5.8,6.8,9.6,53.6,9.1,4.075765263
52,211.3,31330,17830,26.4,44.5,2.29,53.3,15.8,2.4,6.1,39.9,9,5.253623188
871,181.6,47199,451324,17.7,37.3,2.39,49,9.5,12.1,21,59.9,6.5,4.759828048
22,247.6,28524,7576,41.9,40.3,2.38,32.9,30.4,5,5.9,27.9,10.1,4.662698413
63,218.3,33595,26936,24.8,37.1,2.5,41,24.2,3.6,5.8,41.8,13.4,5.484147386
99,187.3,34614,42564,21.8,39.9,2.59,55.2,16.9,4.6,7.8,50.7,10.8,7.666385847
34,217.1,36255,11854,20.3,43.5,2.49,57.3,10,0,8.4,50.8,7.7,4.558176729
85,193,41802,33743,16.5,42.9,2.43,51.9,21.9,3.1,11.3,53,7.6,6.664803689
132,170.6,53945,51130,13.6,46.5,2.49,61.4,13.8,5.6,15.7,48.1,8.9,4.243210863
137,195.9,39528,52639,17.4,42.7,2.58,52.1,14.1,4.7,9.8,48.9,9.3,4.451140766
74,210.7,34882,26066,23.5,42.6,2.61,53,12,4.5,7.8,42.7,14.9,3.799063738
55,211.2,36886,23177,19.3,39.6,2.53,56.5,16.3,3.2,5.4,53.5,7.4,4.994346023
193,176.3,43113,97610,20.9,37.6,2.56,45.8,10.2,6.1,17,55.2,8.4,5.831783426
80,220.2,40766,28487,20.6,43.1,2.43,53.9,17.6,6.6,9.2,51.7,6.7,2.19816273
76,216.9,42839,31552,15.5,39.4,2.57,53.2,10.8,4.5,10.4,55.4,8.4,3.440273038
172,187.4,51303,87757,15.5,38.6,2.55,50.8,14.2,6.1,13.2,58.9,7.7,5.317306713
35,229.6,34801,11830,20.8,44.3,2.51,55.7,14.8,3.1,4.6,40.9,15,5.090180361
119,207,37392,45771,20.6,43,2.6,60.4,17.9,5.1,8,44.1,12.5,6.564217382
241,195.4,50935,193479,13.9,30.3,2.76,54.2,7.7,8.7,16.6,52.1,9.7,6.724977636
13,137.3,50358,6322,12.5,45.5,2.55,57.4,18.8,6.7,12.2,57.9,6.5,0.702028081
48,191.1,36390,21498,23.4,40.8,2.52,51.7,18.2,2.9,4,38.2,8.5,3.724928367
91,215.6,40683,30639,20.8,42.1,2.42,52.1,15.7,2.5,10.3,50.3,11.2,4.063986165
66,220.1,35884,22129,18.9,42.2,2.45,61.3,14.3,3.8,8.2,47.8,7.7,3.83125269
22,198.4,33776,7929,23.6,43.7,2.4,52.3,10.6,6.7,8,44.5,9.5,9.322033898
14,160,31996,5146,19.2,49.4,2.25,66.7,7.5,0,4.8,50.6,4.9,8.686210641
56,244,36643,16773,20.3,44,2.44,56.9,12.6,4.8,6.1,46.9,10.9,1.62069946
159,189.2,37693,74553,20.8,36.1,2.38,48.3,6.9,6.3,15.4,50.5,8.4,3.640481715
77,193.5,37952,32526,22,40.5,2.51,50.9,16.1,4.2,7.8,48.6,11.1,6.638495093
159,198.7,43269,52753,18,46.1,2.4,54.7,25.1,4.5,11.3,46.9,9.8,3.126436782
128,187.2,52640,68570,13.4,38.6,2.7,57,13.6,9.3,11.8,60.2,8.4,5.976467659
365,177.6,53799,298612,14.7,32.9,2.76,51,8.1,9.2,21.4,65,6.8,4.947730667
63,255.9,31397,21950,24.5,38.6,2.61,50.2,12.6,3.2,4.6,45,14.1,5.677867903
40,227.4,44111,14811,18.7,41.9,2.56,56.2,12.9,3.7,7.6,48.8,9,3.240589198
210,185.2,39905,95946,17.7,42.2,2.52,54.1,15.9,8.5,10.4,,7.4,6.406013616
1757,202.7,44015,938069,23,34.9,2.65,38.7,15.9,9.1,18.9,58.7,10.3,6.405574323
48,225.1,43659,19295,15,41.6,2.53,59.1,13.8,3.8,6.2,53.9,5.2,3.646563815
39,230.1,41590,13259,17.5,43.2,2.57,57.4,10.5,3,8.1,45,10.1,2.998236332
423,187.2,38840,156791,18.5,44.3,2.32,53.9,13,6.5,13.6,51.3,8.2,4.794040316
285,162.5,58291,175989,11.3,39.4,2.7,55.6,14,9,16.5,61.9,6,5.056955471
123,208.4,52339,61870,15.4,37,2.82,51.9,14.8,3.7,9.6,57,10.6,6.760732914
19,217,40251,8042,17.5,40.2,2.65,49.2,27.6,7,6.6,54,10.5,9.777777778
56,196.1,37632,17860,20.1,45.7,2.36,52.8,8.5,2.2,7.5,,13.7,6.395035078
49,221.3,37453,19119,22.6,41,2.59,55.8,11.1,4.4,6,44.4,9.5,3.464419476
14,174.1,34884,5677,20.6,45.8,2.61,51.8,10.4,3.3,7.5,47.8,11.2,4.545454545
102,209.6,36942,40435,19,39.7,2.51,50.2,16.8,4.7,8,51.7,8,6.99356005
267,176.7,43212,126302,16.7,39.8,2.29,50.8,7.4,12.1,18,55.5,6.2,4.081698817
44,201.4,33573,16748,23.3,42.2,2.48,49.9,17.5,1.8,5.6,40.2,12.2,6.408629442
87,205.4,36205,33960,21.5,36.9,2.32,49,3.9,5.1,13.6,50.5,11.2,5.005740528
72,203.7,35400,26521,21.9,42.5,2.65,53.9,12.8,1.5,7.5,,10.5,5.225066196
232,139,97936,211672,5.6,38.9,2.86,66,16.2,18.8,35.8,65.5,4.2,4.474464442
219,179.2,60955,128911,10.1,40.1,2.72,56.6,13.6,7.1,19.9,61.5,6.5,4.280356467
156,245.2,42471,57580,20.4,38.9,2.68,44.5,24.2,2,7.5,41.4,4.3,7.105682422
25,182.2,66878,18105,10.7,31.3,3.05,58.1,21.2,3.4,8.8,64.8,3.9,10.78180889
163,168.3,42128,88255,17.9,36.4,2.77,50,14.5,4.8,10.1,54.2,9.1,5.728131815
76,194.6,44551,25350,17.5,49,2.46,55,23.3,3.7,12.5,46.7,6.8,8.072153326
16,138.8,58867,8715,9.4,44.1,2.6,62,19,6.6,16.6,59.7,3,3.583061889
6,213.4,55177,1947,11,45.1,2.63,61.1,8.3,10.7,16.1,59.6,1.1,2.949061662
81,169.1,52785,48435,16.9,35.5,3.04,52.1,19.4,5,9.3,56.9,6.5,5.556068297
58,160.1,58792,29563,11.2,40.6,2.59,59.6,17.1,4.7,14.4,59.6,6.2,4.630829016
9,110.4,36821,7210,19.9,34.9,2.92,57.9,48.9,0,4.6,62.6,4.3,2.595628415
45,140,50107,21269,13.5,51.5,2.45,57.5,21.8,1.6,15.4,51.4,4.8,6.419479801
140,181.8,52886,80527,14.7,38.7,2.94,52.8,25.3,3.3,12,54.6,9.8,4.583083383
13,212.3,36027,3618,18.3,48.5,2.06,56.5,34.1,0,19.6,,1.4,6.068601583
45,151.6,40680,32874,24.9,35.3,2.85,39.9,25.6,0.5,6.3,39.3,7,8.618283322
430,177.3,51048,334941,14.2,30.2,2.89,52.8,10.7,6,15.2,52.5,9.5,5.835105126
2451,157.2,50699,1897753,18.3,33.1,2.9,45,15.6,7.5,17.1,59,7.4,5.991129949
24,154,57177,11004,12,48.6,2.55,61.9,13.1,15.5,19.7,52.4,6.4,3.865213082
55,190.7,44397,17891,15,46,2.52,57.8,16.3,4,11.5,49.5,7.9,3.008595989
200,184.8,41883,93389,20.1,37.7,2.63,46.6,17.3,3.2,11.9,49,8.5,7.433542774
464,169.3,73788,346312,9.9,35.5,2.85,54.5,14.9,8.1,18.5,61.3,5.4,6.533051164
193,151.8,41641,215037,26.4,25.2,2.58,37.4,5.3,12,20.8,58.7,6.4,4.690848607
19,160.4,40179,9145,13.8,42.1,2.27,45.9,10.8,16.7,22.8,58.4,4.9,1.812688822
16,173.3,27875,7230,32.4,31.7,3.31,32.8,25.2,0,7.7,41.8,19.8,6.831489915
97,188.4,41316,37896,17.5,41,2.71,52.5,17.3,7.2,13.1,50,4.3,2.5472273
44,224,33134,13786,27.4,42.3,2.35,43.4,20.3,5,7.1,46.4,10.1,7.939133311
206,172.6,51138,125175,14.3,34.7,2.57,49,18.7,6.9,16.1,59.3,5.7,5.823193854
577,199.4,39812,251460,24.1,36.6,2.55,39.3,22.2,7,15,,7,5.272379222
396,192.2,45979,198788,18.4,36.1,2.55,47.3,15.4,6.1,14.4,56.9,8.3,6.064227035
25,200.1,36350,9993,23.3,39.9,2.48,46.4,26.3,1,6.4,49.7,10.2,2.079107505
10,133.3,59300,6817,12.2,42.6,2.57,64.9,34,9.7,11.5,57.8,6.3,7.70252324
28,224.9,34116,10147,23.3,38.5,2.48,48.2,35.1,0,9.9,45.7,8.3,2.469135802
38,177.8,35385,16295,28.2,42.2,2.51,37,38.2,0.4,8.6,39.8,13.5,8.809020437
52,216.1,31835,20142,30.9,38.3,2.33,42.8,26.8,5.6,8,44.4,11.7,2.773207991
64,197.8,40642,27052,23.5,39.8,2.61,46.4,31,6.3,8.5,49.6,9.3,5.389797883
759,178.8,46831,446753,18.4,33.2,2.57,39,12.8,11.8,21.6,60.9,7.6,4.474235159
20,250.7,25402,7307,43,33.3,2.26,28.1,39.7,0.7,6.6,32,19.2,4.305555556
48,212.2,41651,19696,20.4,41.8,2.43,42.5,32.8,2.9,8.9,43.6,6.5,4.203655352
77,211.4,32615,33743,24.1,35.8,2.65,43.7,33.7,2.3,9.3,42.4,10.4,8.601712189
37,140.5,32318,20410,29,37.9,2.54,42.8,29.2,3.8,6.4,44.7,11.5,5.698070375
49,222.7,40668,22343,22.8,37.6,2.63,46.2,15.8,2.6,6,39.3,9.2,3.728510828
155,205.9,45226,74103,19.4,35.8,0.0277,46,23.5,3.3,9,55.5,10.6,6.645642202
80,225.1,47377,33095,19.9,38.4,2.61,39.7,25.2,4.7,8.9,48.6,7.9,4.869631902
47,217.7,37130,15858,24.6,39.6,2.49,46.1,30,3.6,8.4,43,6.9,4.002444241
941,188.6,47024,436275,15.8,38.7,2.57,43.1,17.6,8.7,16.5,60.1,6.7,5.165714506
78,208,37968,31439,21.7,38.4,2.65,46.6,28,4,9.7,52.3,9.2,7.155147691
377,182.9,51340,240098,15.1,34,2.55,44.6,15.2,8.5,20.8,63.9,6.3,5.986172971
203,198.7,47382,98325,17.6,36.6,2.68,49.4,17.8,6,10.2,56.8,7,4.817078346
37,209.6,44139,14974,18,38.6,2.46,52.3,30.8,1.5,8.6,45.5,6.3,5.144490314
90,205.7,32889,47774,29.7,27.4,2.56,35,12.4,15.1,20.8,53.3,11.9,4.279213153
215,186.5,58818,137788,12.3,35.3,2.79,52.2,21.6,6.4,14.3,60.4,7,5.711293942
22,181.9,26732,11514,41.4,34.6,2.55,34.6,32.4,0.4,7.8,42.7,16.9,4.463336876
63,186.4,30636,26395,29.4,39.3,2.5,42.9,30.7,1.8,9.3,47,8,4.979184013
78,181.5,34522,39179,31.1,33.8,2.66,40.6,16.7,6.4,11.5,46.7,12.2,3.688606085
680,193.6,35468,389617,27.9,35.4,2.38,30,15.9,12.6,20,,10.3,5.131693567
318,199.7,40877,156761,23.6,34.7,2.55,41.9,17,5.4,15.9,53.8,8,6.070254725
41,180.7,51304,23495,16,36.5,2.7,52.2,20.6,3.1,10.2,54.2,4.7,6.549831829
54,188.2,44469,22251,18.3,42.6,0.0256,45.3,34.2,1.9,9.7,51.4,8.3,4.275724276
279,189,40406,132141,19.8,37.4,2.68,44.2,20.7,4.6,11.6,51.1,8.6,4.202589635
18,172.2,33322,8593,25.3,39.8,2.54,44.2,19,3.1,8.7,47,9.2,10.40892193
46,191.3,36666,20523,24.9,38,2.59,49.5,25.8,4.8,9.4,49.7,9.6,3.43803056
64,202.5,39561,24186,21.2,41.5,2.6,51.8,21.8,3.8,9.2,46.2,10.6,6.366608963
75,233.1,45615,45408,17.9,33,2.92,43,18.6,7.1,9.9,,12.2,5.677721702
92,190.3,60751,52812,12.1,37.2,2.83,48.7,21.7,6.1,14.9,60.9,7.7,6.11124004
28,212.5,35004,10567,24,39.2,2.59,42.3,26.3,5,5.6,42,14.4,3.087986464
48,201.2,47477,21567,16.1,38.8,2.69,46.7,26.1,4.3,10,53,11,4.363776791
87,200.6,47225,43626,20.8,36,2.83,44.7,21.2,5.6,11.5,57.4,9.2,4.727439304
202,217.8,32683,83848,30.1,36.6,2.68,43.1,26.8,2.4,9,49.2,6.1,6.971510409
106,198.1,46713,53835,18,36.7,2.77,49.5,19.8,0.6,9.4,57.9,7.2,6.463878327
118,200.6,42075,52810,21.8,37.7,2.58,43,24.1,2.9,7.9,50.7,12.2,6.284065406
458,177.7,63441,250088,11.2,39.8,2.7,54.3,23.9,7.3,20.3,58.5,7.6,5.430602081
250,207.1,39927,128755,22.5,412.8,2.68,44.4,14.7,5.3,13.4,54.9,10.7,3.432793045
10,142.5,27522,4740,32,43,0.0248,33.8,40.4,0,7.1,42.5,15.6,2.925809822
234,213.2,49044,113972,20.9,35.2,2.78,47.7,24.4,4.5,9.8,55.6,5.5,5.230870955
65,220.2,38998,22477,22,41.7,2.6,50.1,25.2,4,8.2,45,7.7,4.316239316
113,180.3,45331,59875,18.3,36.7,2.69,48.5,25,5.6,9.6,,8.5,5.605176173
85,204.5,46682,50803,13.9,30,2.82,55,11.5,5.7,13.6,44.8,7.5,7.229203118
125,224.8,29749,46371,29.1,39.2,2.54,46.8,23.9,2.7,8.3,41.9,15,6.368497812
110,205,36003,40021,22.2,40.9,2.51,44,22.8,2.1,11,47.6,7.6,6.027155315
42,182.8,51550,25490,20.5,35.4,2.61,47.1,18.4,5.7,14.1,61,6.5,5.538105472
30,195.6,33959,11293,22.5,39.7,2.48,46.6,33,1.1,6.8,43.2,11.9,5.737356566
24,148.2,53679,15385,24,40.4,3.04,36.1,10.1,0,14.8,38.5,8.5,6.799830004
41,227.5,36644,14568,26.8,41.3,2.36,46.9,27.7,3.9,7.9,41.3,6.3,4.891661195
242,188,46701,107233,15.4,40.6,2.34,49,13.4,6.8,13.9,,7.2,5.235413921
200,188.2,36066,68628,20.1,46.6,2.24,54.1,12.8,5.2,12.1,52.3,7.5,5.029215359
607,173.3,61436,289977,10.8,41.9,2.37,49.4,10,14.4,27.3,64.5,5.4,3.772833827
69,167.5,41035,29991,15.8,44.9,0.0248,51.3,10.2,5.3,16.4,56.7,7.7,3.482221569
136,165.4,45807,54659,12.9,47.4,2.18,54.1,7.8,14.3,20.1,57.7,7.7,5.103569855
308,193.2,45556,119980,13.8,44,2.28,49.6,10.5,7.8,15.3,,7.7,4.823685961
108,169.4,50002,39855,13.9,47.2,2.27,51.5,16.6,7.7,20.6,,5.7,4.550819672
99,170.6,47905,33969,11.7,49.8,2.25,53.5,20.9,11.5,18.7,57.1,4.2,5.786534285
154,189,40120,57202,16.1,45.7,2.6,48.1,19,7,11.9,,9.2,4.600845561
355,187.5,42728,152692,18,41.3,2.36,48,10.2,9.5,15.6,56.1,7.8,4.133114215
53,194,36994,16931,20.3,49.8,2.24,52.8,16,3.5,11.9,45.8,10.5,6.290471785
82,173.6,55630,35149,10.5,45.2,2.26,54.2,11.5,7.6,20.8,61.3,5.7,5.263857504
139,200.2,39001,51113,17.3,44.9,2.34,51.2,16.4,7.1,10.7,52.6,9.5,4.712136228
93,180.1,46598,39155,15,45,2.26,53.7,11.6,5.4,19.1,57.2,7.5,4.975063861
110,216.7,38057,31625,18.5,46.8,2.18,51,17.2,4.1,13.6,48.3,9.8,5.793688177
451,173.7,55482,201169,11.2,44.1,2.4,52.6,9.3,11.6,20.4,63.1,5.9,5.050755137
183,172.2,39808,72528,18.5,41.5,2.33,44.2,9.2,4.7,9.2,48,10,4.613602728
977,176,86654,564195,6.7,38.4,2.66,51.7,11.8,11.7,22.5,64.2,5.9,5.291115354
1714,171,67766,831128,9.8,39.1,2.56,46.2,8.2,12.8,20.9,61.9,6.9,5.073719664
153,175.2,92446,90595,7.2,40.6,2.87,52.7,8.1,8.6,17.4,63.9,7.6,3.454078056
69,185.6,49573,32579,16,40.1,2.7,50.2,19.6,6.3,9.7,59.6,8.8,5.404323459
326,171.1,84500,167627,5.9,42.2,2.73,56.7,6.6,12.4,20.8,65.6,4.6,4.31864301
207,195.5,62198,102382,10.6,40.1,0.0273,52.5,17.2,8.4,13.9,60.7,7.5,4.297102051
239,186.7,86703,156118,7.2,37.7,2.84,50,11.5,10.9,17.2,64.2,6.3,4.693221178
84,185.4,42279,32384,17.5,43.8,2.41,47.9,21.2,6.5,12.1,58.2,10.4,5.456570156
367,155.6,83698,245322,6.5,39.1,2.68,54.7,8.3,14.3,23.2,67,5.8,4.557287265
64,154.8,47441,29460,12.4,44.5,2.47,56.5,15.8,7.8,10.2,56.1,7,6.553245117
450,169.9,79403,250290,8,40.1,2.69,54.7,9.1,12.4,20.2,64.2,6.4,6.156408818
346,131.9,106871,313414,6.1,38.8,2.78,58,10.7,21.9,30.7,,4.9,5.158672656
59,180,53288,19787,13.8,46.2,2.39,47,7.8,5.5,16.4,53.2,7.2,4.528650647
1292,120.1,97279,1040116,7.2,38.5,2.76,53.2,12.7,19.9,26.6,67.1,6.1,5.281994667
1302,172.7,71904,909535,10.3,35.8,2.86,38.5,12.6,9.6,18.1,65.5,8.7,5.044283329
100,173.8,80650,48904,7.5,43.5,2.75,57.4,13.6,10.9,21.6,65,5.3,5.627462015
